activity_id,employee_id,date,activity_name,wellness_dimension,participation_status,effort_level,individual_score,streak_days,wellness_engagement_score,burnout_risk,reward_points,reward_earned
ACT007372,EMP145,29-04-2025,Gratitude Practice,Emotional,Skipped,Medium,0,15,18,82,30,Wellness Kit
ACT007373,EMP152,29-04-2025,Breathing Break,Mental,Completed,Medium,26,0,47.8,52.2,26,Wellness Kit
ACT007374,EMP163,29-04-2025,Guided Meditation,Mental,Completed,High,32,21,74.8,25.2,74,Trip Ticket / Cash Prize
ACT007375,EMP167,29-04-2025,Hydration Tracking,Physical,Skipped,Low,0,6,7.2,92.8,12,Gift Voucher
ACT007376,EMP173,29-04-2025,Reflection Journaling,Mental,Completed,Low,20,18,67.6,32.4,56,Trip Ticket / Cash Prize
ACT007377,EMP176,29-04-2025,Reflection Journaling,Mental,Completed,Medium,26,21,73,27,68,Trip Ticket / Cash Prize
ACT007378,EMP178,29-04-2025,Ergonomic Stretch Break,Physical,Skipped,Medium,0,12,14.4,85.6,24,Wellness Kit
ACT007379,EMP181,29-04-2025,Reflection Journaling,Mental,Completed,Low,20,20,70,30,60,Trip Ticket / Cash Prize
ACT007380,EMP182,29-04-2025,Gratitude Practice,Emotional,Completed,High,24,10,59.2,40.8,44,Gym Membership
ACT007381,EMP184,29-04-2025,Reflection Journaling,Mental,Completed,Low,20,8,55.6,44.4,36,Extra Leave Day
ACT007382,EMP190,29-04-2025,Hydration Tracking,Physical,Completed,Low,20,14,62.8,37.2,48,Gym Membership
ACT007383,EMP195,29-04-2025,Breathing Break,Mental,Completed,Medium,26,14,64.6,35.4,54,Trip Ticket / Cash Prize
ACT007384,EMP196,29-04-2025,Reflection Journaling,Mental,Skipped,Medium,0,2,2.4,97.6,4,Gift Voucher
ACT007385,EMP200,29-04-2025,Hydration Tracking,Physical,Skipped,Medium,0,14,16.8,83.2,28,Wellness Kit
ACT007386,EMP204,29-04-2025,Gratitude Practice,Emotional,Completed,Medium,19.5,0,45.9,54.1,19.5,Gift Voucher
ACT007387,EMP205,29-04-2025,Reflection Journaling,Mental,Skipped,Low,0,25,30,70,50,Gym Membership
ACT007388,EMP214,29-04-2025,Breathing Break,Mental,Completed,Low,20,6,53.2,46.8,32,Extra Leave Day
ACT007389,EMP216,29-04-2025,Hydration Tracking,Physical,Skipped,Medium,0,11,13.2,86.8,22,Wellness Kit
ACT007390,EMP224,29-04-2025,Breathing Break,Mental,Skipped,Low,0,6,7.2,92.8,12,Gift Voucher
ACT007391,EMP234,29-04-2025,Guided Meditation,Mental,Completed,Medium,26,19,70.6,29.4,64,Trip Ticket / Cash Prize
ACT007392,EMP243,29-04-2025,Screen-Free Break,Work-Life,Skipped,Low,0,7,8.4,91.6,14,Gift Voucher
ACT007393,EMP245,29-04-2025,Hydration Tracking,Physical,Skipped,Medium,0,9,10.8,89.2,18,Gift Voucher
ACT007394,EMP248,29-04-2025,Walking Break,Physical,Skipped,Medium,0,13,15.6,84.4,26,Wellness Kit
ACT007395,EMP007,30-04-2025,Walking Break,Physical,Completed,Low,20,17,66.4,33.6,54,Trip Ticket / Cash Prize
ACT007396,EMP008,30-04-2025,Guided Meditation,Mental,Completed,Low,20,14,62.8,37.2,48,Gym Membership
ACT007397,EMP012,30-04-2025,Screen-Free Break,Work-Life,Completed,Low,15,8,54.1,45.9,31,Extra Leave Day
ACT007398,EMP018,30-04-2025,Breathing Break,Mental,Completed,High,32,0,49.6,50.4,32,Extra Leave Day
ACT007399,EMP020,30-04-2025,Hydration Tracking,Physical,Skipped,High,0,11,13.2,86.8,22,Wellness Kit
ACT007400,EMP023,30-04-2025,Guided Meditation,Mental,Completed,High,32,18,71.2,28.8,68,Trip Ticket / Cash Prize
ACT007401,EMP031,30-04-2025,Screen-Free Break,Work-Life,Completed,Low,15,17,64.9,35.1,49,Gym Membership
ACT007402,EMP035,30-04-2025,Walking Break,Physical,Skipped,Low,0,15,18,82,30,Wellness Kit
ACT007403,EMP040,30-04-2025,Gratitude Practice,Emotional,Completed,Low,15,6,51.7,48.3,27,Wellness Kit
ACT007404,EMP040,30-04-2025,Ergonomic Stretch Break,Physical,Skipped,Medium,0,0,0,100,0,None
ACT007405,EMP041,30-04-2025,Walking Break,Physical,Completed,Medium,26,2,50.2,49.8,30,Wellness Kit
ACT007406,EMP048,30-04-2025,Breathing Break,Mental,Completed,Low,20,7,54.4,45.6,34,Extra Leave Day
ACT007407,EMP052,30-04-2025,Creative Wellness Workshop,Creative,Completed,Low,10,3,46.6,53.4,16,Gift Voucher
ACT007408,EMP060,30-04-2025,Ergonomic Stretch Break,Physical,Completed,Low,20,25,76,24,70,Trip Ticket / Cash Prize
ACT007409,EMP066,30-04-2025,Walking Break,Physical,Completed,Low,20,13,61.6,38.4,46,Gym Membership
ACT007410,EMP079,30-04-2025,Reflection Journaling,Mental,Skipped,Low,0,0,0,100,0,None
ACT007411,EMP083,30-04-2025,Ergonomic Stretch Break,Physical,Completed,Low,20,7,54.4,45.6,34,Extra Leave Day
ACT007412,EMP084,30-04-2025,Reflection Journaling,Mental,Completed,High,32,24,78.4,21.6,80,Trip Ticket / Cash Prize
ACT007413,EMP086,30-04-2025,Screen-Free Break,Work-Life,Completed,Low,15,9,55.3,44.7,33,Extra Leave Day
ACT007414,EMP091,30-04-2025,Ergonomic Stretch Break,Physical,Completed,Medium,26,17,68.2,31.8,60,Trip Ticket / Cash Prize
ACT007415,EMP102,30-04-2025,Breathing Break,Mental,Completed,Medium,26,24,76.6,23.4,74,Trip Ticket / Cash Prize
ACT007416,EMP109,30-04-2025,Guided Meditation,Mental,Skipped,High,0,16,19.2,80.8,32,Extra Leave Day
ACT007417,EMP110,30-04-2025,Creative Wellness Workshop,Creative,Completed,Low,10,19,65.8,34.2,48,Gym Membership
ACT007418,EMP113,30-04-2025,Guided Meditation,Mental,Completed,High,32,25,79.6,20.4,82,Trip Ticket / Cash Prize
ACT007419,EMP122,30-04-2025,Gratitude Practice,Emotional,Completed,Low,15,21,69.7,30.3,57,Trip Ticket / Cash Prize
ACT007420,EMP127,30-04-2025,Creative Wellness Workshop,Creative,Completed,Medium,13,0,43.9,56.1,13,Gift Voucher
ACT007421,EMP129,30-04-2025,Creative Wellness Workshop,Creative,Completed,Low,10,6,50.2,49.8,22,Wellness Kit
ACT007422,EMP130,30-04-2025,Walking Break,Physical,Completed,Medium,26,5,53.8,46.2,36,Extra Leave Day
ACT007423,EMP133,30-04-2025,Reflection Journaling,Mental,Completed,Medium,26,5,53.8,46.2,36,Extra Leave Day
ACT007424,EMP141,30-04-2025,Ergonomic Stretch Break,Physical,Completed,Low,20,14,62.8,37.2,48,Gym Membership
ACT007425,EMP147,30-04-2025,Screen-Free Break,Work-Life,Skipped,Low,0,14,16.8,83.2,28,Wellness Kit
ACT007426,EMP148,30-04-2025,Mindfulness Session,Mental,Skipped,Medium,0,8,9.6,90.4,16,Gift Voucher
ACT007427,EMP162,30-04-2025,Creative Wellness Workshop,Creative,Skipped,Low,0,20,24,76,40,Extra Leave Day
ACT007428,EMP166,30-04-2025,Breathing Break,Mental,Completed,Low,20,3,49.6,50.4,26,Wellness Kit
ACT007429,EMP168,30-04-2025,Mindfulness Session,Mental,Completed,Medium,26,23,75.4,24.6,72,Trip Ticket / Cash Prize
ACT007430,EMP172,30-04-2025,Reflection Journaling,Mental,Completed,Medium,26,25,77.8,22.2,76,Trip Ticket / Cash Prize
ACT007431,EMP174,30-04-2025,Gratitude Practice,Emotional,Completed,High,24,25,77.2,22.8,74,Trip Ticket / Cash Prize
ACT007432,EMP175,30-04-2025,Ergonomic Stretch Break,Physical,Skipped,High,0,0,0,100,0,None
ACT007433,EMP178,30-04-2025,Reflection Journaling,Mental,Skipped,Low,0,7,8.4,91.6,14,Gift Voucher
ACT007434,EMP187,30-04-2025,Breathing Break,Mental,Completed,Low,20,9,56.8,43.2,38,Extra Leave Day
ACT007435,EMP188,30-04-2025,Guided Meditation,Mental,Completed,Medium,26,16,67,33,58,Trip Ticket / Cash Prize
ACT007436,EMP193,30-04-2025,Gratitude Practice,Emotional,Completed,Low,15,24,73.3,26.7,63,Trip Ticket / Cash Prize
ACT007437,EMP195,30-04-2025,Reflection Journaling,Mental,Completed,Low,20,5,52,48,30,Wellness Kit
ACT007438,EMP197,30-04-2025,Screen-Free Break,Work-Life,Skipped,Medium,0,3,3.6,96.4,6,Gift Voucher
ACT007439,EMP200,30-04-2025,Breathing Break,Mental,Skipped,Medium,0,13,15.6,84.4,26,Wellness Kit
ACT007440,EMP201,30-04-2025,Mindfulness Session,Mental,Completed,High,32,0,49.6,50.4,32,Extra Leave Day
ACT007441,EMP206,30-04-2025,Ergonomic Stretch Break,Physical,Skipped,Medium,0,1,1.2,98.8,2,Gift Voucher
ACT007442,EMP208,30-04-2025,Reflection Journaling,Mental,Completed,Low,20,20,70,30,60,Trip Ticket / Cash Prize
ACT007443,EMP213,30-04-2025,Hydration Tracking,Physical,Completed,High,32,9,60.4,39.6,50,Gym Membership
ACT007444,EMP223,30-04-2025,Hydration Tracking,Physical,Skipped,Low,0,20,24,76,40,Extra Leave Day
ACT007445,EMP225,30-04-2025,Breathing Break,Mental,Skipped,Medium,0,18,21.6,78.4,36,Extra Leave Day
ACT007446,EMP228,30-04-2025,Walking Break,Physical,Completed,Medium,26,2,50.2,49.8,30,Wellness Kit
ACT007447,EMP248,30-04-2025,Gratitude Practice,Emotional,Skipped,Medium,0,13,15.6,84.4,26,Wellness Kit
ACT007448,EMP001,01-05-2025,Reflection Journaling,Mental,Skipped,Low,0,23,27.6,72.4,46,Gym Membership
ACT007449,EMP002,01-05-2025,Mindfulness Session,Mental,Skipped,Low,0,13,15.6,84.4,26,Wellness Kit
ACT007450,EMP004,01-05-2025,Hydration Tracking,Physical,Skipped,Low,0,14,16.8,83.2,28,Wellness Kit
ACT007451,EMP012,01-05-2025,Breathing Break,Mental,Completed,Low,20,15,64,36,50,Gym Membership
ACT007452,EMP021,01-05-2025,Breathing Break,Mental,Completed,Low,20,16,65.2,34.8,52,Trip Ticket / Cash Prize
ACT007453,EMP021,01-05-2025,Screen-Free Break,Work-Life,Skipped,Medium,0,0,0,100,0,None
ACT007454,EMP026,01-05-2025,Ergonomic Stretch Break,Physical,Completed,Low,20,15,64,36,50,Gym Membership
ACT007455,EMP027,01-05-2025,Reflection Journaling,Mental,Skipped,Medium,0,12,14.4,85.6,24,Wellness Kit
ACT007456,EMP030,01-05-2025,Reflection Journaling,Mental,Completed,Medium,26,7,56.2,43.8,40,Extra Leave Day
ACT007457,EMP035,01-05-2025,Creative Wellness Workshop,Creative,Completed,High,16,11,58,42,38,Extra Leave Day
ACT007458,EMP043,01-05-2025,Ergonomic Stretch Break,Physical,Completed,Medium,26,20,71.8,28.2,66,Trip Ticket / Cash Prize
ACT007459,EMP046,01-05-2025,Reflection Journaling,Mental,Completed,High,32,15,67.6,32.4,62,Trip Ticket / Cash Prize
ACT007460,EMP052,01-05-2025,Walking Break,Physical,Skipped,Medium,0,25,30,70,50,Gym Membership
ACT007461,EMP054,01-05-2025,Mindfulness Session,Mental,Completed,Medium,26,9,58.6,41.4,44,Gym Membership
ACT007462,EMP055,01-05-2025,Mindfulness Session,Mental,Skipped,Low,0,17,20.4,79.6,34,Extra Leave Day
ACT007463,EMP058,01-05-2025,Hydration Tracking,Physical,Completed,Low,20,19,68.8,31.2,58,Trip Ticket / Cash Prize
ACT007464,EMP060,01-05-2025,Ergonomic Stretch Break,Physical,Completed,High,32,22,76,24,76,Trip Ticket / Cash Prize
ACT007465,EMP066,01-05-2025,Hydration Tracking,Physical,Skipped,High,0,11,13.2,86.8,22,Wellness Kit
ACT007466,EMP068,01-05-2025,Ergonomic Stretch Break,Physical,Completed,Low,20,0,46,54,20,Gift Voucher
ACT007467,EMP073,01-05-2025,Reflection Journaling,Mental,Skipped,Medium,0,6,7.2,92.8,12,Gift Voucher
ACT007468,EMP079,01-05-2025,Screen-Free Break,Work-Life,Completed,Medium,19.5,13,61.5,38.5,45.5,Gym Membership
ACT007469,EMP095,01-05-2025,Screen-Free Break,Work-Life,Completed,Medium,19.5,17,66.2,33.8,53.5,Trip Ticket / Cash Prize
ACT007470,EMP096,01-05-2025,Hydration Tracking,Physical,Completed,High,32,7,58,42,46,Gym Membership
ACT007471,EMP098,01-05-2025,Creative Wellness Workshop,Creative,Completed,Low,10,19,65.8,34.2,48,Gym Membership
ACT007472,EMP103,01-05-2025,Mindfulness Session,Mental,Skipped,Low,0,19,22.8,77.2,38,Extra Leave Day
ACT007473,EMP104,01-05-2025,Gratitude Practice,Emotional,Completed,Low,15,9,55.3,44.7,33,Extra Leave Day
ACT007474,EMP106,01-05-2025,Ergonomic Stretch Break,Physical,Completed,Low,20,1,47.2,52.8,22,Wellness Kit
ACT007475,EMP107,01-05-2025,Creative Wellness Workshop,Creative,Completed,Low,10,2,45.4,54.6,14,Gift Voucher
ACT007476,EMP108,01-05-2025,Breathing Break,Mental,Completed,Medium,26,23,75.4,24.6,72,Trip Ticket / Cash Prize
ACT007477,EMP110,01-05-2025,Screen-Free Break,Work-Life,Skipped,Low,0,2,2.4,97.6,4,Gift Voucher
ACT007478,EMP117,01-05-2025,Breathing Break,Mental,Completed,Low,20,13,61.6,38.4,46,Gym Membership
ACT007479,EMP119,01-05-2025,Screen-Free Break,Work-Life,Completed,High,24,11,60.4,39.6,46,Gym Membership
ACT007480,EMP120,01-05-2025,Breathing Break,Mental,Completed,Low,20,5,52,48,30,Wellness Kit
ACT007481,EMP127,01-05-2025,Guided Meditation,Mental,Completed,Low,20,7,54.4,45.6,34,Extra Leave Day
ACT007482,EMP130,01-05-2025,Mindfulness Session,Mental,Completed,Medium,26,17,68.2,31.8,60,Trip Ticket / Cash Prize
ACT007483,EMP132,01-05-2025,Screen-Free Break,Work-Life,Skipped,Low,0,17,20.4,79.6,34,Extra Leave Day
ACT007484,EMP136,01-05-2025,Reflection Journaling,Mental,Completed,Medium,26,19,70.6,29.4,64,Trip Ticket / Cash Prize
ACT007485,EMP137,01-05-2025,Breathing Break,Mental,Completed,Low,20,9,56.8,43.2,38,Extra Leave Day
ACT007486,EMP137,01-05-2025,Mindfulness Session,Mental,Completed,Low,20,3,49.6,50.4,26,Wellness Kit
ACT007487,EMP138,01-05-2025,Ergonomic Stretch Break,Physical,Completed,Low,20,25,76,24,70,Trip Ticket / Cash Prize
ACT007488,EMP138,01-05-2025,Creative Wellness Workshop,Creative,Completed,High,16,21,70,30,58,Trip Ticket / Cash Prize
ACT007489,EMP148,01-05-2025,Walking Break,Physical,Completed,Low,20,23,73.6,26.4,66,Trip Ticket / Cash Prize
ACT007490,EMP159,01-05-2025,Walking Break,Physical,Skipped,Medium,0,6,7.2,92.8,12,Gift Voucher
ACT007491,EMP160,01-05-2025,Reflection Journaling,Mental,Completed,Low,20,16,65.2,34.8,52,Trip Ticket / Cash Prize
ACT007492,EMP161,01-05-2025,Screen-Free Break,Work-Life,Completed,Low,15,11,57.7,42.3,37,Extra Leave Day
ACT007493,EMP164,01-05-2025,Gratitude Practice,Emotional,Completed,Low,15,22,70.9,29.1,59,Trip Ticket / Cash Prize
ACT007494,EMP176,01-05-2025,Gratitude Practice,Emotional,Skipped,Medium,0,22,26.4,73.6,44,Gym Membership
ACT007495,EMP183,01-05-2025,Walking Break,Physical,Completed,Low,20,14,62.8,37.2,48,Gym Membership
ACT007496,EMP203,01-05-2025,Ergonomic Stretch Break,Physical,Completed,Low,20,5,52,48,30,Wellness Kit
ACT007497,EMP209,01-05-2025,Ergonomic Stretch Break,Physical,Completed,Low,20,21,71.2,28.8,62,Trip Ticket / Cash Prize
ACT007498,EMP215,01-05-2025,Breathing Break,Mental,Completed,Low,20,9,56.8,43.2,38,Extra Leave Day
ACT007499,EMP218,01-05-2025,Breathing Break,Mental,Completed,Low,20,2,48.4,51.6,24,Wellness Kit
ACT007500,EMP221,01-05-2025,Breathing Break,Mental,Skipped,Low,0,8,9.6,90.4,16,Gift Voucher
ACT007501,EMP233,01-05-2025,Creative Wellness Workshop,Creative,Completed,Medium,13,9,54.7,45.3,31,Extra Leave Day
ACT007502,EMP235,01-05-2025,Breathing Break,Mental,Skipped,High,0,12,14.4,85.6,24,Wellness Kit
ACT007503,EMP235,01-05-2025,Ergonomic Stretch Break,Physical,Completed,High,32,5,55.6,44.4,42,Gym Membership
ACT007504,EMP003,02-05-2025,Gratitude Practice,Emotional,Completed,Medium,19.5,1,47.1,52.9,21.5,Wellness Kit
ACT007505,EMP006,02-05-2025,Mindfulness Session,Mental,Completed,Low,20,13,61.6,38.4,46,Gym Membership
ACT007506,EMP022,02-05-2025,Reflection Journaling,Mental,Completed,Low,20,11,59.2,40.8,42,Gym Membership
ACT007507,EMP024,02-05-2025,Guided Meditation,Mental,Skipped,Low,0,6,7.2,92.8,12,Gift Voucher
ACT007508,EMP025,02-05-2025,Creative Wellness Workshop,Creative,Completed,Low,10,12,57.4,42.6,34,Extra Leave Day
ACT007509,EMP028,02-05-2025,Walking Break,Physical,Completed,Medium,26,13,63.4,36.6,52,Trip Ticket / Cash Prize
ACT007510,EMP029,02-05-2025,Ergonomic Stretch Break,Physical,Completed,Low,20,10,58,42,40,Extra Leave Day
ACT007511,EMP040,02-05-2025,Ergonomic Stretch Break,Physical,Completed,Medium,26,3,51.4,48.6,32,Extra Leave Day
ACT007512,EMP041,02-05-2025,Reflection Journaling,Mental,Skipped,High,0,19,22.8,77.2,38,Extra Leave Day
ACT007513,EMP043,02-05-2025,Gratitude Practice,Emotional,Completed,High,24,5,53.2,46.8,34,Extra Leave Day
ACT007514,EMP044,02-05-2025,Mindfulness Session,Mental,Skipped,Medium,0,24,28.8,71.2,48,Gym Membership
ACT007515,EMP046,02-05-2025,Breathing Break,Mental,Completed,Low,20,22,72.4,27.6,64,Trip Ticket / Cash Prize
ACT007516,EMP049,02-05-2025,Gratitude Practice,Emotional,Completed,Low,15,12,58.9,41.1,39,Extra Leave Day
ACT007517,EMP050,02-05-2025,Creative Wellness Workshop,Creative,Completed,Low,10,15,61,39,40,Extra Leave Day
ACT007518,EMP051,02-05-2025,Mindfulness Session,Mental,Skipped,High,0,8,9.6,90.4,16,Gift Voucher
ACT007519,EMP051,02-05-2025,Breathing Break,Mental,Completed,Low,20,22,72.4,27.6,64,Trip Ticket / Cash Prize
ACT007520,EMP053,02-05-2025,Walking Break,Physical,Skipped,Low,0,1,1.2,98.8,2,Gift Voucher
ACT007521,EMP062,02-05-2025,Walking Break,Physical,Skipped,Low,0,12,14.4,85.6,24,Wellness Kit
ACT007522,EMP065,02-05-2025,Creative Wellness Workshop,Creative,Skipped,Low,0,13,15.6,84.4,26,Wellness Kit
ACT007523,EMP069,02-05-2025,Creative Wellness Workshop,Creative,Completed,Low,10,16,62.2,37.8,42,Gym Membership
ACT007524,EMP071,02-05-2025,Walking Break,Physical,Skipped,Low,0,4,4.8,95.2,8,Gift Voucher
ACT007525,EMP071,02-05-2025,Mindfulness Session,Mental,Skipped,Low,0,24,28.8,71.2,48,Gym Membership
ACT007526,EMP074,02-05-2025,Creative Wellness Workshop,Creative,Skipped,Medium,0,17,20.4,79.6,34,Extra Leave Day
ACT007527,EMP076,02-05-2025,Creative Wellness Workshop,Creative,Completed,Medium,13,7,52.3,47.7,27,Wellness Kit
ACT007528,EMP080,02-05-2025,Hydration Tracking,Physical,Completed,Low,20,19,68.8,31.2,58,Trip Ticket / Cash Prize
ACT007529,EMP082,02-05-2025,Breathing Break,Mental,Completed,Medium,26,7,56.2,43.8,40,Extra Leave Day
ACT007530,EMP083,02-05-2025,Gratitude Practice,Emotional,Completed,Low,15,1,45.7,54.3,17,Gift Voucher
ACT007531,EMP088,02-05-2025,Guided Meditation,Mental,Completed,High,32,8,59.2,40.8,48,Gym Membership
ACT007532,EMP094,02-05-2025,Gratitude Practice,Emotional,Completed,Medium,19.5,24,74.6,25.4,67.5,Trip Ticket / Cash Prize
ACT007533,EMP095,02-05-2025,Walking Break,Physical,Completed,Medium,26,18,69.4,30.6,62,Trip Ticket / Cash Prize
ACT007534,EMP097,02-05-2025,Mindfulness Session,Mental,Completed,High,32,15,67.6,32.4,62,Trip Ticket / Cash Prize
ACT007535,EMP100,02-05-2025,Breathing Break,Mental,Completed,Medium,26,0,47.8,52.2,26,Wellness Kit
ACT007536,EMP101,02-05-2025,Hydration Tracking,Physical,Completed,High,32,4,54.4,45.6,40,Extra Leave Day
ACT007537,EMP105,02-05-2025,Gratitude Practice,Emotional,Completed,Medium,19.5,23,73.4,26.6,65.5,Trip Ticket / Cash Prize
ACT007538,EMP107,02-05-2025,Screen-Free Break,Work-Life,Skipped,Low,0,15,18,82,30,Wellness Kit
ACT007539,EMP108,02-05-2025,Breathing Break,Mental,Completed,Medium,26,6,55,45,38,Extra Leave Day
ACT007540,EMP111,02-05-2025,Guided Meditation,Mental,Completed,Low,20,19,68.8,31.2,58,Trip Ticket / Cash Prize
ACT007541,EMP114,02-05-2025,Creative Wellness Workshop,Creative,Completed,Medium,13,21,69.1,30.9,55,Trip Ticket / Cash Prize
ACT007542,EMP122,02-05-2025,Guided Meditation,Mental,Completed,Medium,26,11,61,39,48,Gym Membership
ACT007543,EMP123,02-05-2025,Creative Wellness Workshop,Creative,Skipped,Low,0,1,1.2,98.8,2,Gift Voucher
ACT007544,EMP124,02-05-2025,Breathing Break,Mental,Completed,Low,20,14,62.8,37.2,48,Gym Membership
ACT007545,EMP128,02-05-2025,Mindfulness Session,Mental,Completed,High,32,0,49.6,50.4,32,Extra Leave Day
ACT007546,EMP129,02-05-2025,Mindfulness Session,Mental,Completed,Low,20,14,62.8,37.2,48,Gym Membership
ACT007547,EMP131,02-05-2025,Ergonomic Stretch Break,Physical,Completed,Medium,26,14,64.6,35.4,54,Trip Ticket / Cash Prize
ACT007548,EMP136,02-05-2025,Reflection Journaling,Mental,Completed,Low,20,8,55.6,44.4,36,Extra Leave Day
ACT007549,EMP139,02-05-2025,Gratitude Practice,Emotional,Completed,Medium,19.5,12,60.2,39.8,43.5,Gym Membership
ACT007550,EMP150,02-05-2025,Hydration Tracking,Physical,Skipped,Medium,0,13,15.6,84.4,26,Wellness Kit
ACT007551,EMP154,02-05-2025,Screen-Free Break,Work-Life,Completed,Medium,19.5,2,48.2,51.8,23.5,Wellness Kit
ACT007552,EMP162,02-05-2025,Reflection Journaling,Mental,Completed,Medium,26,3,51.4,48.6,32,Extra Leave Day
ACT007553,EMP164,02-05-2025,Breathing Break,Mental,Skipped,Medium,0,23,27.6,72.4,46,Gym Membership
ACT007554,EMP169,02-05-2025,Gratitude Practice,Emotional,Completed,Medium,19.5,22,72.2,27.8,63.5,Trip Ticket / Cash Prize
ACT007555,EMP176,02-05-2025,Gratitude Practice,Emotional,Completed,Low,15,0,44.5,55.5,15,Gift Voucher
ACT007556,EMP179,02-05-2025,Walking Break,Physical,Completed,Medium,26,12,62.2,37.8,50,Gym Membership
ACT007557,EMP194,02-05-2025,Reflection Journaling,Mental,Completed,Medium,26,11,61,39,48,Gym Membership
ACT007558,EMP205,02-05-2025,Gratitude Practice,Emotional,Completed,Low,15,23,72.1,27.9,61,Trip Ticket / Cash Prize
ACT007559,EMP211,02-05-2025,Guided Meditation,Mental,Completed,Low,20,25,76,24,70,Trip Ticket / Cash Prize
ACT007560,EMP213,02-05-2025,Gratitude Practice,Emotional,Skipped,Medium,0,11,13.2,86.8,22,Wellness Kit
ACT007561,EMP215,02-05-2025,Reflection Journaling,Mental,Skipped,Low,0,16,19.2,80.8,32,Extra Leave Day
ACT007562,EMP229,02-05-2025,Hydration Tracking,Physical,Skipped,Low,0,12,14.4,85.6,24,Wellness Kit
ACT007563,EMP237,02-05-2025,Breathing Break,Mental,Completed,Low,20,12,60.4,39.6,44,Gym Membership
ACT007564,EMP245,02-05-2025,Reflection Journaling,Mental,Skipped,Low,0,1,1.2,98.8,2,Gift Voucher
ACT007565,EMP247,02-05-2025,Walking Break,Physical,Completed,Medium,26,4,52.6,47.4,34,Extra Leave Day
ACT007566,EMP248,02-05-2025,Hydration Tracking,Physical,Completed,Low,20,0,46,54,20,Gift Voucher
ACT007567,EMP001,03-05-2025,Guided Meditation,Mental,Completed,Low,20,4,50.8,49.2,28,Wellness Kit
ACT007568,EMP004,03-05-2025,Gratitude Practice,Emotional,Completed,Medium,19.5,7,54.2,45.8,33.5,Extra Leave Day
ACT007569,EMP007,03-05-2025,Hydration Tracking,Physical,Skipped,Medium,0,13,15.6,84.4,26,Wellness Kit
ACT007570,EMP013,03-05-2025,Screen-Free Break,Work-Life,Skipped,High,0,17,20.4,79.6,34,Extra Leave Day
ACT007571,EMP017,03-05-2025,Walking Break,Physical,Completed,Low,20,6,53.2,46.8,32,Extra Leave Day
